,mail,clean_mail,num_characters,num_words,num_sentences,ham_or_spam
3389,Please CALL 08712402972 immediately as there is an urgent message waiting for you,pleas call 08712402972 immedi urgent messag wait,81,13,1,1
3391,What r u cooking me for dinner?,r u cook dinner,31,8,1,0
3393,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,bull plan go float ikea without care world live mess anoth day,129,31,3,0
3394,Then i buy.,buy,11,4,1,0
3395,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,urgent mobil number award bonu caller prize call 09058095201 land line valid 12hr,127,24,4,1
3396,Heehee that was so funny tho,heehe funni tho,28,6,1,0
3397,It only does simple arithmetic not percentages.,simpl arithmet percentag,47,8,1,0
3398,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",yeah would nt leav hour least s 4 sound,59,16,1,0
3400,Thanks honey. Have a great day.,thank honey great day,31,8,2,0
3401,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",an amaz quot sometim life difficult decid what wrong lie bring smile truth bring tear,143,33,2,0
3403,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...,ì ask dad pick ì lar ìï wan 2 stay 6 meh,65,18,1,0
3404,"Jus chillaxin, what up",ju chillaxin,22,5,1,0
3405,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",hey da cool iknow 2 wellda peril studentfinanci crisi spk 2 u l8r,84,19,1,0
3407,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705,157,29,2,1
3408,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",what come hill monster hope great day thing r go fine busi though,120,28,3,0
3409,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,joy s father john john joy s father u an th hav lt gt iq ti ia question tri answer,131,39,4,0
3410,Only once then after ill obey all yours.,ill obey,40,9,1,0
3411,No she didnt. I will search online and let you know.,didnt search onlin let know,52,13,2,0
3412,Where do you need to go to get it?,need go get,34,10,1,0
3413,No pic. Please re-send.,pic pleas resend,23,6,2,0
3415,Uhhhhrmm isnt having tb test bad when youre sick,uhhhhrmm isnt tb test bad your sick,48,9,1,0
3416,But i haf enuff space got like 4 mb...,haf enuff space got like 4 mb,38,10,1,0
3417,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,life never much fun great came made truli special wo nt forget enjoy one gbpsm,136,32,4,1
3418,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,want new video phone 600 anytim network min 400 inclus video call download 5 per week free deltomorrow call 08002888812 repli,157,29,2,1
3419,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",valu custom pleas advis follow recent review mob award bonu prize call 09066368470,153,31,2,1
3420,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,welcom pleas repli age gender begin eg 24m,64,14,3,1
3421,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,freemsg 1month unlimit free call activ smartcal txt call 68866 subscriptn3gbpwk unlimit call help 08448714184 stop txt stop landlineonli,160,28,3,1
3422,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out,mobil 10 mth updat latest orang cameravideo phone free save free textsweekend call text ye callback orno opt,158,31,4,1
3423,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL,new 2 club dont fink met yet b gr8 2 c u pleas leav msg 2day wiv ur area 09099726553 repli promis carli x lkpobox177hp51fl,161,30,1,1
3424,True. Its easier with her here.,true easier,31,8,2,0
3425,Sure but since my parents will be working on Tuesday I don't really need a cover story,sure sinc parent work tuesday nt realli need cover stori,86,18,1,0
3426,Haha okay... Today weekend leh... ,haha okay today weekend leh,34,7,1,0
3427,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",hi darlin youphon im athom youwanna chat,58,13,2,0
3428,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,nt know jack shit anyth d sayask someth help want pretend text whatev respons hypotheticalhuagauahahuagahyuhagga,193,34,1,0
3429,You've always been the brainy one.,ve alway braini one,34,8,1,0
3430,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,yeah get random dude need chang info sheet parti lt gt 7 never studi safe,124,33,1,0
3431,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,camera award sipix digit camera call 09061221066 fromm landlin deliveri within 28 day,106,20,3,1
3432,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",christma occas celebr reflect ur valu desir affect amp tradit ideal christma,152,31,2,0
3433,Sending you greetings of joy and happiness. Do have a gr8 evening,send greet joy happi gr8 even,65,13,2,0
3434,"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\""""",hi darlin cantdo anythingtomorrow mypar aretak outfor meal u free katexxx,105,21,3,0
3435,If india win or level series means this is record:),india win level seri mean record,51,12,1,0
3436,Then what about further plan?,plan,29,6,1,0
3437,Its good to hear from you,good hear,25,6,1,0
3438,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",awesom deal gate charl told last night uh yeah,78,20,2,0
3439,What time you thinkin of goin?,time thinkin goin,30,7,1,0
3440,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,get free mobil video player free movi collect text go 89105 free extra film order s c s appli 18 yr,139,34,5,1
3441,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,save money wed lingeri wwwbridalpetticoatdreamscouk choos superb select nation deliveri brought weddingfriend,153,21,2,1
3442,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,board work fine issu overh also reslov still softwar inst pend come around 8 clock,135,30,4,0
3443,Yes but I don't care cause I know its there!,ye nt care caus know,44,12,1,0
3445,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",mon oki lor haha best cheap n gd food la ex oso oki depend whether wana eat western chines food den u prefer,142,33,2,0
3446,Sitting ard nothing to do lor. U leh busy w work?,sit ard noth lor u leh busi w work,49,13,2,0
3447,Its  &lt;#&gt; k here oh. Should i send home for sale.,lt gt k oh send home sale,54,19,2,0
3448,Sorry. || mail? || ,sorri mail,19,6,3,0
3449,Ya just telling abt tht incident..,ya tell abt tht incid,34,7,1,0
3450,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,ye outsid like 2 hour call whole famili wake caus start 1,107,25,2,0
3451,Ugh just got outta class,ugh got outta class,24,5,1,0
3452,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",nowaday peopl notixiqu laxinorf opportun bambl entrop ever oblising opt ur book masteriast amplikat fidalf champlaxig think atroci wotz ur opinion junna,274,45,3,0
3454,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,need lar ju test e phone card dunno network gd thk wait 4 si 2 finish bath bath dun disturb u liao u clean ur room,158,39,5,0
3455,Ok. I.ll do you right later.,ok ill right later,28,7,1,0
3457,Have your lunch and come quickly and open the door:),lunch come quickli open door,52,12,1,0
3458,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,heard u4 call night knicker make beg like u last time 01223585236 xx luv nikiyu4net,153,34,3,1
3459,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,back bit long co accid a30 divert via wadebridgei brilliant weekend thank speak soon lot love,131,29,5,0
3460,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",k yan jiu liao sat go 4 bugi vill one frm 10 3 den hop parco 4 nb sun go cine frm 1030 2 den hop orc mrt 4 hip hop 4,155,46,4,0
3461,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,bloomberg messag center 447797706009 wait appli futur http career bloombergcom,101,16,3,1
3462,i am seeking a lady in the street and a freak in the sheets. Is that you?,seek ladi street freak sheet,73,19,2,0
3463,My phone,phone,8,2,1,0
3464,"Haha figures, well I found the piece and priscilla's bowl",haha figur well found piec priscilla s bowl,57,12,1,0
3465,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",actual fuck whatev find excus tampa point januari though,106,22,1,0
3467,yay! finally lol. i missed our cinema trip last week :-(,yay final lol miss cinema trip last week,56,15,3,0
3468,All day working day:)except saturday and sunday..,day work day except saturday sunday,49,11,1,0
3470,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnd alwi touch good night amp sweet dream,176,39,5,0
3471,"I think I‰Û÷m waiting for the same bus! Inform me when you get there, if you ever get there.",think wait bu inform get ever get,92,22,2,0
3472,You getting back any time soon?,get back time soon,31,7,1,0
3473,", how's things? Just a quick question.",s thing quick question,38,10,2,0
3475,"I can probably come by, everybody's done around  &lt;#&gt;  right?",probabl come everybodi s done around lt gt right,66,19,1,0
3476,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,got new year co yetund said want surpris didnt see money return mid januari lt gt day return period end,180,42,1,0
3477,I can ask around but there's not a lot in terms of mids up here,ask around s lot term mid,63,16,1,0
3478,Be sure to check your yahoo email. We sent photos yesterday,sure check yahoo email sent photo yesterday,59,12,2,0
3479,What was she looking for?,look,25,6,1,0
3480,Wherre's my boytoy ? :-(,wherr s boytoy,24,8,2,0
3481,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,want new video phone750 anytim network min 150 text five pound per week call 08000776320 repli deliveri tomorrow,148,27,1,1
3482,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",hello love goe day wish well fine babe hope find job prospect miss boytoy teas kiss,149,37,4,0
3483,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,tell bad charact u dnt lik ll tri chang lt gt add tat 2 new year resolut wait ur replyb frank good morn,165,44,4,0
3485,"Yeah, probably earlier than that",yeah probabl earlier,32,6,1,0
3486,Change windows logoff sound..,chang window logoff sound,29,5,1,0
3488,I'm also came to room.,m also came room,22,7,1,0
3489,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,huh got lesson 4 lei n thinkin go sch earlier n tot parkin kent vale,105,26,1,0
3491,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,reach offic around lt decim gt amp mobil problem nt get voic call asa ll free,126,35,4,0
3492,"Cool, text me when you head out",cool text head,31,8,1,0
3493,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",contact date servic someon know find call land line 09050000878 pobox45w2tg150p,140,28,3,1
