clean_mail,num_characters,num_sentences,target
let know detail fri u find co m tom fri mention chines thank,104,2,0
re right think,45,1,0
wat r u,18,1,0
ur lectur,19,1,0
sexi sexi cum text im wet warm readi porn u fun msg free recd msg 150p inc vat 2 cancel text stop,144,3,1
custom place call,30,1,0
plan yet go join compani jan 5 onlydon know happen,91,1,0
boy love u grl hogolo boy gold chain kodstini grl agalla boy necklac madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano,156,2,0
haha heard text re around,45,1,0
ill get tomorrow send,42,1,0
shit babe thasa bit mess upyeh,36,1,0
oh that late well good night give u call tomorrow iam go go sleep night night,113,3,0
cheer u tex mecaus u werebor yeah okden hunni r uin wk sat soundåõ likeyour havin gr8fun j keep updat countinlot lovem xxxxx,141,3,0
sorri meet ll call later,38,1,0
yo howz u girl never rang india l,43,4,0
yeah wors,29,1,0
tag friend seem count friend,61,1,0
long time rememb today,33,2,0
havent shop lor juz arriv,41,1,0
thank u better work caus feel use otherwis,60,2,0
challeng know,44,2,0
much ur hdd case cost,32,1,0
mysteri solv open email s sent anoth batch nt sweeti,87,3,0
ca nt describ lucki m actual awak noon,66,1,0
2nd time tri contact u u prize claim call 09053750005 b4 310303 csstop sm 08718725756 140ppm,152,3,1
cheer card time year alreadi,56,1,0
ugh hope asu ppl dont randomli reformat,55,1,0
nt seen facebook huh lol,35,2,0
mah b ll pick tomorrow,31,1,0
still otsid le u come 2morrow maga,38,1,0
u still plumber tape wrench could borrow,59,1,0
dear voucher holder claim week offer pc pleas go http wwwetlpcoukreward ts cs appli,114,2,1
vl bcum difficult,27,1,0
havent still waitin usual ìï come back sch oredi,55,1,0
meet da call,30,2,0
k k watch film,33,1,0
cinema plu drink appeal tomo fr thriller director like mac 830,92,2,0
size eleph tablet u shove um ur ass,59,2,0
mani peopl seem special first sight remain special till last sight maintain till life end take cr da,160,2,0
parent kidz friend n colleagu scream surpris wait sofa nake,130,5,0
dunno juz askin co got card got 20 4 salon call hair sens tot s da one ì cut ur hair,112,1,0
good morn pooki pie lol hope nt wake u,52,2,0
mayb woke fuck 3 would nt problem,65,1,0
happi birthday dearwith lot loverakhesh nri,59,1,0
2nd time tri 2 contact u u 750 pound prize 2 claim easi call 08712101358 10p per min btnationalr,153,4,1
x2 lt gt go get,41,2,0
hi neva worri bout da truth coz truth lead 2 ur heart itåõ least uniqu person like u deserv sleep tight morn,137,3,0
ur award citi break could win summer shop spree everi wk txt store 88039skilgmetscs087147403231winawk,148,2,1
ur paper today e morn aft,35,1,0
lick everi drop readi use mouth well,69,1,0
expect whenev text hope goe well tomo,68,3,0
great p diddi neighbor come toothpast everi morn,68,2,0
av new number wil u use one ta,49,2,0
poke man everyday teach canada abi say hi,96,3,0
7 lor chang 2 suntec wat time u come,46,1,0
deam see onlin shop ask,47,1,0
curiou cuz ask,50,1,0
okay lor wah like def wont let us go haha say term condit,110,1,0
haha yup hope lose kg mon hip hop go orchard weigh,97,2,0
s good r u work,46,3,0
oh ye ve littl weather ve kind coccoon home,90,1,0
home also,13,1,0
phone weirdest auto correct,41,1,0
oop phone die nt even know yeah like better,65,2,0
havent mu ask u 1st wat meet 4 lunch den u n meet alreadi lor u wan 2 go ask da ge 1st confirm w asap,134,3,0
said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife,145,3,0
oh yeah hav great time newquaysend postcard 1 look girl im gone u know 1im talkin bout xx,131,2,0
got divorc lol she,33,3,0
s ur pin,14,1,0
babe got enough money pick bread milk ll give back get home,105,2,0
want snow s freez windi,42,2,0
urgent tri contact u today draw show prize guarante call 09066358361 land line claim y87 valid 12hr,159,5,1
come mahal bu stop lt decim gt,40,1,0
know week m go tirunelvai da,47,1,0
babi promis treat well bet take good care,80,3,0
like hotel dusk game think solv puzzl area thing,72,2,0
thank rington order refer number x29 mobil charg 450 tone arriv pleas call custom servic 09065989180,157,3,1
hi love goe day fuck morn woke drop cell way stair seem alright phew miss,150,3,0
well must pain catch,33,1,0
sorri da thangamit s mistak,33,1,0
need coz never go,32,1,0
rose red red blood blood heart heart u u send ti ur friend includ u like u get back 1u r poor relat 2u need 1 support 3u r frnd 2 mani 4some1 luv u 5 some1 pray god marri u tri,281,7,0
ur cashbal current 500 pound maxim ur cashin send collect 83600 150pmsg cc 08718720201 po box 11414 tcrw1,142,2,1
feel like dick keep sleep text facebook messag sup town,102,2,0
plm come da way,34,2,0
guess want alon time could show watch,73,2,0
height recycl read twice peopl spend time earn money money spent spend time good morn keep smile,149,2,0
yup ì comin,20,1,0
ye princess toledo,22,2,0
aight text re back mu ll swing need somebodi get door,92,1,0
ron say fri leh n said ding tai feng cant make reserv said wait lor,86,3,0
good swimsuit allow,28,2,0
okay soon best,40,3,0
cute thought friendship it necessari share everi secret ur close frnd,90,1,0
ok ve sent u da latest version da project,47,1,0
pl accept one day beg chang number,63,2,0
squeeeeez christma hug u lik frndshp den hug back u get 3 u r cute 6 u r luvd 9 u r lucki none peopl hate u,147,5,0
ok anybodi ask abt u tel p,47,1,0
funni fact nobodi teach volcano 2 erupt tsunami 2 aris hurrican 2 sway aroundn 1 teach hw 2 choos wife natur disast happen,151,1,0
gon na ring weekend wot,37,1,0
also track lighter find,41,1,0
babe need advic,24,1,0
leav around four ok,29,1,0
come medic colleg 7pm forward da,50,1,0
k k good go,35,1,0
make lasagna vodka,38,1,0
hi kate u give ring asap xxx,41,1,0
peopl tour thought sofa thing sent curiou sugar,118,4,0
told go got drunk,57,1,0
fuck chicken messag would late woould buzz nt hear word,115,2,0
congratul thank good friend u xma prize 2 claim easi call 08718726978 10p per minut btnationalr,157,5,1
m alway look excus citi,51,1,0
yup m still coffe wif fren fren drove ll give lift,82,1,0
shore takin bu,29,1,0
u gon na get deu ex,23,1,0
send email mind lt gt time per night,72,2,0
44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705,173,2,1
tap spile seven pub ga st broad st canal ok,72,3,0
ok come n pick u engin,33,1,0
never want tell m short onedg late,111,2,0
raviyog peripher bhayandar east,34,1,0
k actual guy meet sunoco howard right way,86,2,0
moon come color dream star make music sm give warm peac sleep good night,121,2,0
finish eat got u plate leftov time,61,3,0
thanx lot,14,1,0
hurri home u big butt hang last caller u food done m starv nt ask cook,120,4,0
lol right diet everyday cheat anyway m meant fatti,78,4,0
great day beauti one,50,2,0
happen interview,27,1,0
badrith chennai sure pick us competit,79,1,0
tot s group mate lucki havent repli wat time ì need leav,84,1,0
hey around ve got enough half ten owe,62,2,0
hey tmr mayb meet yck,33,1,0
alrit sam nic checkin ur numberso tb,68,1,0
make easi pay back lt gt yr say pay back earlier get,107,3,0
worri m sure ll get,37,2,0
ga station like block away hous ll drive right sinc armenia end swann take howard,132,1,0
someon u know ask date servic 2 contact cant guess call 09058097189 reveal pobox 6 ls15hb 150p,139,4,1
camera award sipix digit camera call 09061221066 fromm landlin deliveri within 28 day,105,3,1
tuition 330 hm go 1120 1205 one mind,69,3,0
m smoke peopl use wyli smoke much justifi ruin shit,85,1,0
dear good morn feel dear,38,1,0
littl med say take everi 8 hour s 5 pain back took anoth hope nt die,114,5,0
beauti tomorrow never come come s alreadi today hunt beauti tomorrow nt wast wonder today goodmorn,151,3,0
dunno lei ì decid lor abt leona oop tot ben go n msg,80,3,0
hi move in2 pub would great 2 c u u cud come,80,3,0
today voda number end 5226 select receiv 350 award hava match pleas call 08712300220 quot claim code 1131 standard rate app,157,2,1
messag free welcom new improv sex dog club unsubscrib servic repli stop msg 150p 18,134,4,1
ever easier,35,1,0
rct thnq adrian u text rgd vatian,40,2,1
stop call everyon say might cancer throat hurt talk ca nt answer everyon call get one call m babysit monday,165,4,0
ll tough ll,42,1,0
im gonnamissu much would say il send u postcard butther abouta much chanc merememberin asther ofsi breakin contract luv yaxx,153,3,0
ee msg na poortiyagi odalebeku hanumanji 7 name 1hanuman 2bajarangabali 3maruti 4pavanaputra 5sankatmochan 6ramaduth 7mahav ee 7 name lt gt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind 1 dodda problum nalli siguviri idu matra lt gt true nt neglet,320,2,0
hi darlin finish 3 u 1 2 pick meet text back number luv kate xxx,93,2,0
set place heart mind mind easili forget heart alway rememb wish happi valentin day,148,2,0
m surpris still guess right lor,50,1,0
oki ì wan meet bishan co bishan m drive today,72,3,0
hi darlin work u get troubl ijust talk mum morn realli good time last night im goin soon call u,158,3,0
know serv mean,54,2,0
huh hyde park mel ah opp got confus anyway tt s e best choic den juz take,113,2,0
oh gei happend tron mayb ill dl 3d,70,3,0
know girl alway safe selfish know got pa thank good night,77,3,0
worri hope photo shoot went well spif fun workag,72,2,0
m freez crave ice fml,33,2,0
kay sinc alreadi,32,2,0
eh sorri leh din c ur msg sad alreadi lar watch tv u still offic,91,5,0
yo im right yo work,22,1,0
ok darlin supos ok worri muchi film stuff mate babysit call therexx,148,2,0
wake sinc check stuff saw true avail space pl call embassi send mail,126,3,0
nope juz work,28,1,0
huh fast dat mean u havent finish paint,52,1,0
number u live 11,36,2,0
put parti 7 day week studi lightli think need draw custom checkbox know re hardcor,126,1,0
sac score big hundredh set batsman,47,1,0
send yetti s number pl,27,1,0
much cost approx per month,41,2,0
ok theori test ì go book think s 21 may coz thought wan na go jiayin isnt free,129,6,0
contact date servic someon know find call land line 09050000928 pobox45w2tg150p,140,3,1
s fine give call know want question,83,1,0
sorri got late start re way,41,1,0
u go back urself lor,28,1,0
ga station go,34,2,0
k u bore come home,39,1,0
babe love cover face kiss,54,5,0
like made throw smoke friend s car one time awesom,90,1,0
still check da,35,3,0
go walmart ill stay,34,2,0
nt forgotten might coupl buck send tomorrow k love ya,91,2,0
oh great ill disturb talk,52,2,0
revers cheat mathemat,45,2,0
u re welcom caught u use broken english,54,2,0
problem babi good time talk call left messag,77,3,0
oh brand,22,2,0
sorri cant take call right happen r 2waxsto wat want come ill get medic insur ll abl deliv basic care m current shop right medic insur give til friday morn that ill see major person guid right insur,368,7,0
time come,28,1,0
call say come today ok tell fool like ok,82,1,0
email yifeng part oredi ì get fr,55,1,0
r u sure ll understand wine good idea slurp,68,2,0
minimum walk 3mile day,29,1,0
ok problem get taxi c ing tomorrow tuesday tuesday think r go cinema,115,3,0
brainless babi doll d vehicl sariyag drive madok barolla,67,1,0
sorri miss call let s talk time m 07090201529,78,2,1
pleas attend phone,25,1,0
hate call didnt accept even singl call mine even messag,104,3,0
messag phone m hold,44,2,0
m free,18,2,0
yo trip got postpon still stock,47,1,0
wait call sir,31,1,0
hey repli pa,39,2,0
hey elain today s meet still,40,1,0
sorri ve gone place ill tomorrow realli sorri,69,3,0
tiim nt let hug s nt break tear,79,1,0
tomorrow go theatr come wherev u call tell come tomorrow,117,7,0
electr went fml,38,1,0
look like found someth smoke great job,65,1,0
also andro ice etc etc,23,1,0
,3,1,0
good afternon love today hope good mayb interview wake miss babe passion kiss across sea,151,5,0
yup wun believ wat u realli neva c e msg sent shuhui,58,3,0
how watch resiz,24,1,0
dear umma call,31,1,0
finish miss plenti,33,2,0
complimentari 4 star ibiza holiday cash need urgent collect 09066364349 landlin lose box434sk38wp150ppm18,150,3,1
well meant oppos drunken night,54,1,0
k must book huh go yoga basic sunday,60,2,0
free msg bill mobil number mistak shortcod 83332pleas call 08081263000 charg refundedthi call free bt landlin,160,1,1
ok,9,1,0
oop mum s somerset bit far back tomo see soon x,71,3,0
u workin overtim nigpun,28,1,0
kalli dismissi 2nd test,41,1,0
o guess got screwd,29,2,0
pleas call 08712402972 immedi urgent messag wait,81,1,1
r u cook dinner,31,1,0
bull plan go float ikea without care world live mess anoth day,129,3,0
buy,11,1,0
urgent mobil number award bonu caller prize call 09058095201 land line valid 12hr,127,4,1
heehe funni tho,28,1,0
simpl arithmet percentag,47,1,0
yeah would nt leav hour least s 4 sound,59,1,0
thank honey great day,31,2,0
an amaz quot sometim life difficult decid what wrong lie bring smile truth bring tear,143,2,0
ì ask dad pick ì lar ìï wan 2 stay 6 meh,65,1,0
ju chillaxin,22,1,0
hey da cool iknow 2 wellda peril studentfinanci crisi spk 2 u l8r,84,1,0
want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705,157,2,1
what come hill monster hope great day thing r go fine busi though,120,3,0
joy s father john john joy s father u an th hav lt gt iq ti ia question tri answer,131,4,0
ill obey,40,1,0
didnt search onlin let know,52,2,0
need go get,34,1,0
pic pleas resend,23,2,0
uhhhhrmm isnt tb test bad your sick,48,1,0
haf enuff space got like 4 mb,38,1,0
life never much fun great came made truli special wo nt forget enjoy one gbpsm,136,4,1
want new video phone 600 anytim network min 400 inclus video call download 5 per week free deltomorrow call 08002888812 repli,157,2,1
valu custom pleas advis follow recent review mob award bonu prize call 09066368470,153,2,1
welcom pleas repli age gender begin eg 24m,64,3,1
freemsg 1month unlimit free call activ smartcal txt call 68866 subscriptn3gbpwk unlimit call help 08448714184 stop txt stop landlineonli,160,3,1
mobil 10 mth updat latest orang cameravideo phone free save free textsweekend call text ye callback orno opt,158,4,1
new 2 club dont fink met yet b gr8 2 c u pleas leav msg 2day wiv ur area 09099726553 repli promis carli x lkpobox177hp51fl,161,1,1
true easier,31,2,0
sure sinc parent work tuesday nt realli need cover stori,86,1,0
haha okay today weekend leh,34,1,0
hi darlin youphon im athom youwanna chat,58,2,0
nt know jack shit anyth d sayask someth help want pretend text whatev respons hypotheticalhuagauahahuagahyuhagga,193,1,0
ve alway braini one,34,1,0
yeah get random dude need chang info sheet parti lt gt 7 never studi safe,124,1,0
camera award sipix digit camera call 09061221066 fromm landlin deliveri within 28 day,106,3,1
christma occas celebr reflect ur valu desir affect amp tradit ideal christma,152,2,0
send greet joy happi gr8 even,65,2,0
hi darlin cantdo anythingtomorrow mypar aretak outfor meal u free katexxx,105,3,0
india win level seri mean record,51,1,0
plan,29,1,0
good hear,25,1,0
awesom deal gate charl told last night uh yeah,78,2,0
time thinkin goin,30,1,0
get free mobil video player free movi collect text go 89105 free extra film order s c s appli 18 yr,139,5,1
